SalesOrderID,CustomerID,CustomerType
44285,397,S
44308,506,S
44312,344,S
44291,578,S
44321,28222,I
44284,146,S
44363,28285,I
44483,271,S
44572,28664,I
44510,696,S
44501,1,S
44540,469,S
44516,74,S
44511,289,S
44561,326,S
44523,73,S
44570,218,S
44489,164,S
44514,650,S
44554,541,S
44513,145,S
44567,401,S
44492,697,S
44563,433,S
44576,28660,I
44541,559,S
44788,169,S
44741,92,S
44743,272,S
44762,293,S
44794,542,S
44771,91,S
44792,20,S
44796,438,S
44868,28852,I
44924,28830,I
45041,577,S
45064,506,S
45080,14657,I
45043,146,S
45049,200,S
45068,344,S
45050,578,S
45042,397,S
45121,29169,I
45176,29254,I
45283,1,S
45295,289,S
45274,697,S
45296,145,S
45338,433,S
45273,164,S
45336,326,S
45267,271,S
45344,218,S
45320,559,S
45292,696,S
45294,650,S
45303,73,S
45318,469,S
45342,401,S
45581,11263,I
45572,438,S
45521,272,S
45518,92,S
45542,293,S
45549,91,S
45570,20,S
45564,169,S
45583,11274,I
45637,11525,I
45636,11302,I
45686,25998,I
45687,26005,I
45789,578,S
45790,200,S
45804,506,S
45782,146,S
45808,344,S
45783,397,S
45919,11780,I
45921,11798,I
46030,164,S
46032,697,S
46053,145,S
46098,326,S
46042,1,S
46060,73,S
46109,12167,I
46105,218,S
46102,401,S
46052,289,S
46100,433,S
46111,11937,I
46077,469,S
46051,650,S
46025,271,S
46080,559,S
46092,541,S
46172,12030,I
46382,438,S
46322,128,S
46348,293,S
46379,20,S
46327,272,S
46356,91,S
46381,542,S
46323,92,S
46372,169,S
46446,12777,I
46445,12772,I
46492,12198,I
46493,15023,I
46618,253,S
46611,146,S
46612,398,S
46647,506,S
46613,7,S
46650,698,S
46679,13062,I
46619,200,S
46649,380,S
46643,290,S
46609,577,S
46646,325,S
46667,668,S
46745,13056,I
46747,26127,I
46812,13069,I
46811,12941,I
46816,13230,I
47066,218,S
47057,401,S
46990,73,S
46957,236,S
46958,115,S
47043,541,S
46966,43,S
46967,487,S
46974,127,S
47051,326,S
46978,56,S
47036,596,S
46976,2,S
47070,14025,I
46972,650,S
46973,289,S
47005,645,S
47074,26293,I
46944,697,S
47033,343,S
47054,433,S
47349,128,S
47443,20,S
47452,235,S
47367,644,S
47448,488,S
47387,293,S
47382,37,S
47442,542,S
47385,379,S
47368,692,S
47403,254,S
47444,438,S
47507,15311,I
47506,26324,I
47719,668,S
47671,253,S
47701,380,S
47665,398,S
47722,626,S
47672,200,S
47697,673,S
47699,698,S
47694,290,S
47698,506,S
47688,434,S
47667,7,S
47695,325,S
47666,146,S
47850,15350,I
47992,487,S
48064,541,S
47998,289,S
48057,343,S
48058,596,S
48001,127,S
47999,650,S
48094,13657,I
47985,115,S
48087,218,S
48029,645,S
48083,401,S
47997,2,S
48078,326,S
47970,697,S
47991,43,S
47986,236,S
48079,433,S
48060,669,S
48014,73,S
47982,217,S
48189,15371,I
48385,438,S
48381,20,S
48328,293,S
48326,379,S
48310,644,S
48322,37,S
48289,128,S
48383,542,S
48308,692,S
48347,254,S
48387,488,S
48404,13730,I
48294,272,S
48390,235,S
48581,26632,I
48782,344,S
48741,290,S
48801,15493,I
48746,506,S
48789,668,S
48742,325,S
48797,14335,I
48732,200,S
48749,698,S
48743,673,S
48765,7,S
48757,146,S
48747,380,S
48756,578,S
48860,13849,I
48933,26694,I
49105,650,S
49051,217,S
49150,541,S
49043,164,S
49143,669,S
49053,236,S
49136,343,S
49167,218,S
49054,2,S
49095,697,S
49142,596,S
49107,115,S
49177,27064,I
49112,289,S
49059,73,S
49161,433,S
49114,43,S
49081,559,S
49163,401,S
49092,127,S
49101,487,S
49172,13885,I
49178,14342,I
49539,20,S
49449,272,S
49503,293,S
49464,254,S
49543,542,S
49497,438,S
49493,692,S
49544,488,S
49494,644,S
49548,235,S
49500,37,S
49904,15882,I
49847,325,S
49852,698,S
49863,577,S
49903,15851,I
49858,398,S
49883,344,S
49846,19,S
49850,380,S
49844,290,S
49889,668,S
49866,200,S
49829,253,S
49875,673,S
49826,146,S
49861,7,S
49849,506,S
49977,13910,I
49976,13906,I
50056,15842,I
50057,15834,I
50287,669,S
50297,343,S
50321,218,S
50206,236,S
50240,645,S
50316,401,S
50227,564,S
50210,43,S
50216,2,S
50217,650,S
50215,289,S
50299,596,S
50305,541,S
50267,217,S
50325,27291,I
50270,697,S
50314,433,S
50241,164,S
50218,127,S
50209,487,S
50207,115,S
50330,15892,I
50428,14421,I
50427,15944,I
50669,692,S
50671,644,S
50715,379,S
50760,27549,I
50758,235,S
50754,438,S
50693,254,S
50718,37,S
50678,293,S
50766,13977,I
50750,20,S
50853,27542,I
50854,27551,I
50855,27558,I
51123,290,S
51184,11263,I
51097,578,S
51183,20662,I
51164,325,S
51128,380,S
51136,253,S
51163,344,S
51146,505,S
51127,506,S
51148,110,S
51089,146,S
51145,668,S
51093,560,S
51167,673,S
51138,451,S
51452,22254,I
51826,693,S
51893,23556,I
51838,343,S
51712,361,S
51865,541,S
51821,401,S
51880,12204,I
51723,289,S
51711,236,S
51707,115,S
51765,645,S
51728,2,S
51721,650,S
51789,605,S
51792,164,S
51783,697,S
51863,596,S
51915,20200,I
51802,56,S
51800,307,S
51726,199,S
51846,669,S
51920,19413,I
51859,181,S
51830,433,S
51911,11746,I
51912,13015,I
51715,43,S
51797,217,S
51889,27659,I
52322,11216,I
52320,11678,I
52284,28604,I
52321,11189,I
52283,12091,I
52326,21602,I
52692,21630,I
52714,18990,I
52688,26551,I
52721,25097,I
52690,23289,I
52691,24952,I
53643,16746,I
53660,19724,I
53623,235,S
53605,308,S
53522,38,S
53487,37,S
53493,293,S
53629,11218,I
53633,23473,I
53473,601,S
53613,109,S
53569,55,S
53547,379,S
53642,16381,I
53603,604,S
53576,542,S
53451,595,S
53467,692,S
53637,21445,I
53641,18816,I
53617,470,S
53571,163,S
53514,182,S
53457,272,S
53638,19728,I
53452,621,S
53500,672,S
53518,254,S
53649,13363,I
53469,644,S
53578,438,S
53584,20,S
53659,14734,I
54062,18640,I
54052,27525,I
54099,19538,I
54081,13213,I
54080,11843,I
54061,18584,I
54086,15834,I
54083,14271,I
54094,12160,I
54493,15880,I
54508,11012,I
54513,14083,I
54486,26263,I
54492,16885,I
54479,28611,I
55241,146,S
55325,451,S
55344,25005,I
55277,506,S
55278,380,S
55295,668,S
55246,578,S
55346,26688,I
55291,505,S
55269,290,S
55368,12896,I
55351,17693,I
55299,110,S
55377,22885,I
55273,325,S
55284,398,S
55286,253,S
55318,344,S
55271,673,S
55347,25065,I
55289,560,S
55831,26184,I
55839,20634,I
55841,19152,I
55842,16382,I
55844,14568,I
55854,14887,I
56243,21805,I
56272,19891,I
56228,12185,I
56256,15882,I
56233,11256,I
56236,28004,I
57045,199,S
57170,596,S
57099,605,S
57111,307,S
57109,289,S
57090,559,S
57105,697,S
57222,11014,I
57130,693,S
57151,669,S
57204,26680,I
57135,541,S
57163,645,S
57031,217,S
57136,433,S
57046,650,S
57200,29073,I
57036,43,S
57026,361,S
57160,343,S
57235,28871,I
57208,21753,I
57030,236,S
57110,56,S
57210,20530,I
57025,115,S
57176,401,S
57044,2,S
57167,181,S
57681,22897,I
57682,20073,I
57680,22094,I
57652,17390,I
57670,13351,I
57642,28572,I
57662,13098,I
57649,20370,I
57641,26544,I
57640,28020,I
57648,20369,I
57637,13015,I
57678,28854,I
57654,13652,I
58088,26287,I
58085,28233,I
58123,22900,I
58096,16074,I
58110,13283,I
58074,11862,I
58091,21285,I
58122,22093,I
58097,14483,I
59019,20,S
58966,38,S
59031,308,S
59065,235,S
59059,163,S
59129,24441,I
59092,11206,I
58962,621,S
59060,470,S
59050,604,S
59097,19894,I
59066,55,S
58904,128,S
58991,601,S
59021,542,S
58946,672,S
58917,692,S
59010,109,S
58999,379,S
58963,254,S
59117,13456,I
58933,37,S
58961,182,S
58910,272,S
59061,438,S
58916,644,S
59131,23179,I
58940,293,S
59098,17541,I
58901,595,S
59687,14520,I
59671,18912,I
59674,16246,I
59698,25765,I
59689,13450,I
59673,20088,I
59686,13704,I
59664,25428,I
60245,17477,I
60199,29034,I
60207,20315,I
60229,19689,I
60202,24970,I
60208,20018,I
60204,25160,I
60212,16774,I
60209,19834,I
60243,25622,I
60195,28343,I
60214,16736,I
60231,13976,I
60179,12954,I
60203,23045,I
60224,11622,I
60736,14290,I
60704,11192,I
60733,13977,I
60752,25623,I
60708,26702,I
60710,25843,I
60700,11814,I
60716,15505,I
60755,20197,I
60707,27030,I
60714,20464,I
60732,15893,I
60734,13658,I
60748,26581,I
60751,26513,I
60735,11779,I
61350,11280,I
61358,14456,I
61359,14420,I
61360,12041,I
61328,11684,I
61357,14581,I
61335,19864,I
61830,11309,I
61797,29327,I
61847,25973,I
61804,23475,I
61835,14577,I
61809,19208,I
61837,12198,I
61848,25980,I
61810,18753,I
61798,29160,I
61850,22717,I
61844,26075,I
62298,26719,I
62316,13379,I
62337,22716,I
62302,27198,I
62338,20480,I
62297,28144,I
62306,21397,I
62313,20089,I
62315,14396,I
62299,29046,I
62301,25358,I
62307,18890,I
62743,22871,I
62706,29200,I
62695,11771,I
62714,20107,I
62719,14563,I
62708,25931,I
62711,21804,I
62705,11157,I
62709,27430,I
62735,14453,I
62707,28008,I
62712,22861,I
63377,19804,I
63382,17152,I
63375,27052,I
63376,22339,I
63373,11621,I
63414,23125,I
63383,18665,I
63404,15371,I
63939,26110,I
63941,20645,I
63924,12769,I
63928,12761,I
63899,22792,I
63895,11204,I
63919,11699,I
63940,23339,I
63923,13714,I
63898,25276,I
63904,18933,I
63902,19528,I
63930,12773,I
63938,25895,I
64429,15372,I
64404,15522,I
64436,26619,I
64418,12024,I
64405,15313,I
64442,23352,I
64403,15775,I
64400,17618,I
64766,12779,I
64782,23018,I
64743,25988,I
64753,15510,I
64747,23090,I
64777,26491,I
65407,29218,I
65419,15745,I
65446,26727,I
65411,23030,I
65420,15966,I
65423,13300,I
65433,15944,I
65906,17534,I
65923,11308,I
65910,16498,I
65945,21267,I
65896,22056,I
65929,19824,I
65948,17864,I
65891,28334,I
65926,13232,I
65907,18072,I
65931,15914,I
65899,21481,I
65946,18059,I
66422,24788,I
66406,15845,I
66405,15843,I
66407,15888,I
66385,26462,I
66396,13301,I
66384,27991,I
66391,18828,I
66423,26703,I
66845,25847,I
66881,21161,I
66865,19815,I
66839,12958,I
66862,13182,I
66878,23373,I
66876,26729,I
66863,16762,I
66846,20203,I
66879,23169,I
66880,23167,I
66848,17603,I
67437,23353,I
67442,14618,I
67456,13064,I
67455,14003,I
67458,16785,I
67454,13721,I
67434,29022,I
67435,26497,I
68018,23733,I
68016,24797,I
67983,26453,I
67980,11205,I
68019,23341,I
68005,16782,I
67981,26778,I
68004,13196,I
67991,15370,I
67988,22157,I
68471,28609,I
68508,20642,I
68511,16756,I
68486,24508,I
68485,25438,I
68499,13356,I
68530,21483,I
68531,21504,I
68493,19741,I
68505,11256,I
68532,21583,I
68494,17466,I
68921,11195,I
68913,14619,I
68929,16832,I
68944,18430,I
68924,13087,I
68911,21707,I
68902,26733,I
68928,12950,I
68905,27444,I
68914,14569,I
68903,26347,I
69684,20743,I
69700,11621,I
69681,20381,I
69703,17604,I
69712,23874,I
70293,18353,I
70271,18940,I
70302,26001,I
70306,18645,I
70287,11521,I
70304,21638,I
70286,12958,I
70294,17001,I
70268,20432,I
70274,17528,I
70265,24509,I
70290,15287,I
70832,29329,I
70834,25202,I
70865,18609,I
70833,11847,I
70864,18589,I
70837,20333,I
71294,29029,I
71318,12415,I
71342,18638,I
71300,25041,I
71322,17553,I
71339,21428,I
71302,18985,I
71320,16783,I
71304,18911,I
71343,18565,I
71301,20488,I
71326,17006,I
71299,23720,I
72057,18806,I
72042,13729,I
72043,15528,I
72020,19138,I
72025,15515,I
72051,11264,I
72021,17429,I
72044,15529,I
72001,11878,I
72052,26277,I
72023,17019,I
72017,25149,I
72022,17457,I
72056,18976,I
72617,15503,I
72597,12963,I
72598,28337,I
72628,26285,I
72600,27390,I
72631,22245,I
72635,19108,I
72604,20433,I
72632,21926,I
72634,19156,I
72620,18428,I
73234,18394,I
73244,24337,I
73232,18532,I
73231,15472,I
73247,21297,I
73240,26305,I
73243,28078,I
73688,18518,I
73697,23667,I
73687,16215,I
73643,11972,I
73672,21142,I
73683,13028,I
73663,11735,I
73669,23700,I
73668,23889,I
73698,28240,I
73682,12192,I
73673,19664,I
73670,22051,I
74195,27629,I
74212,11133,I
74185,12148,I
74216,13321,I
74202,21278,I
74449,23461,I
74469,13072,I
74448,26103,I
74454,19863,I
74696,28174,I
74707,14856,I
74705,16076,I
74695,11308,I
74697,28578,I
74931,17589,I
74928,22263,I
74927,23291,I
74932,16922,I
43734,27604,I
43805,14510,I
43999,28047,I
44577,28667,I
44706,28618,I
44705,28678,I
44931,28849,I
44989,28854,I
45127,29158,I
45227,14726,I
45404,11217,I
45471,29280,I
45821,26041,I
45867,11772,I
45928,11813,I
46289,12075,I
46288,12059,I
46452,26112,I
46503,12764,I
46499,12179,I
46500,12208,I
46558,12184,I
46879,13224,I
46880,15167,I
47078,13248,I
47216,26299,I
47288,13353,I
47287,13280,I
47289,26297,I
47515,26308,I
47853,26487,I
47851,26331,I
48145,26491,I
48235,15367,I
48230,26530,I
48232,15396,I
48414,13718,I
48416,15472,I
48494,14272,I
48497,26606,I
48594,26614,I
48873,15499,I
48996,14334,I
49188,26815,I
49269,13884,I
49349,27045,I
49560,13892,I
49566,15565,I
49635,27097,I
49707,13889,I
49908,27199,I
50074,27117,I
50119,13907,I
50113,27235,I
50123,15778,I
50114,27256,I
50344,15937,I
50860,27504,I
50866,15991,I
50952,15994,I
51017,15987,I
51329,26312,I
51332,21439,I
51458,16803,I
51584,22274,I
51924,28607,I
51938,24741,I
51959,11296,I
51939,23670,I
51932,12098,I
51958,20183,I
51935,26584,I
52337,26272,I
52345,17540,I
52339,23784,I
52334,28971,I
52343,20343,I
52350,14512,I
52344,18569,I
52737,24389,I
52735,26250,I
52765,26317,I
52744,17583,I
52758,11688,I
52742,20361,I
52759,11217,I
53095,23711,I
53086,28793,I
53084,28094,I
53100,17137,I
53116,11883,I
53088,11226,I
53091,25378,I
53718,19683,I
53685,22743,I
53701,11864,I
53702,14736,I
53681,27036,I
53714,16360,I
54130,12161,I
54142,16354,I
54115,27202,I
54554,19852,I
54559,17488,I
54547,23894,I
54541,26175,I
54544,24450,I
54557,18374,I
54558,17431,I
54583,24734,I
54539,27740,I
54571,15860,I
54540,27025,I
54551,23251,I
54900,21633,I
54902,18984,I
54930,19680,I
54920,15763,I
54904,19684,I
54898,11014,I
54921,13906,I
55416,14469,I
55442,12364,I
55430,11226,I
55403,26054,I
55432,11771,I
55400,11255,I
55407,26102,I
55415,16214,I
55913,13102,I
55893,15774,I
55919,19985,I
55916,26331,I
55881,28028,I
55890,17367,I
55894,16716,I
55895,15315,I
55878,11622,I
55907,12454,I
56292,20352,I
56295,20748,I
56315,13178,I
56326,26485,I
56314,16373,I
56289,23793,I
56316,12208,I
56280,11653,I
56682,13093,I
56658,20489,I
56661,15331,I
57265,23588,I
57272,17162,I
57288,13277,I
57282,12149,I
57267,20487,I
57286,14343,I
57270,19543,I
57262,23282,I
57259,25338,I
57264,24530,I
57296,25059,I
57712,21340,I
57743,20066,I
57728,13230,I
57726,13322,I
57729,13274,I
57718,15247,I
57731,13354,I
58173,13717,I
58168,11644,I
58155,16796,I
58186,22113,I
58150,22191,I
58143,11312,I
58518,16670,I
58504,15958,I
58498,24622,I
58537,25074,I
58529,13304,I
58503,20301,I
58523,14283,I
58538,17118,I
58500,22073,I
58524,13224,I
58493,26266,I
59157,24736,I
59163,20114,I
59178,11066,I
59185,16727,I
59196,25394,I
59201,17443,I
59183,11838,I
59154,26737,I
59756,17463,I
59729,18689,I
59736,13750,I
59717,29074,I
59734,17376,I
59728,21701,I
59720,23672,I
59727,21765,I
59749,14121,I
60285,17167,I
60252,12199,I
60270,24929,I
60269,25003,I
60277,16899,I
60283,11958,I
60303,25405,I
60276,18093,I
60284,12436,I
60271,23367,I
60311,17272,I
60290,13894,I
60288,14417,I
60267,28055,I
60783,23065,I
60789,19669,I
60786,21413,I
60824,17557,I
60822,25872,I
60820,25289,I
60785,22192,I
60796,13761,I
60781,25069,I
60823,23158,I
60811,13489,I
60806,11514,I
60812,11810,I
61399,15939,I
61395,17699,I
61400,14375,I
61389,25194,I
61372,12139,I
61414,14449,I
61392,26687,I
61413,11937,I
61901,14636,I
61882,14352,I
61869,24774,I
61874,23786,I
61878,18814,I
61865,28282,I
61917,21333,I
61870,26275,I
61904,14447,I
61871,23692,I
61880,19246,I
61867,27461,I
61875,23261,I
61876,21814,I
61868,24826,I
62387,26041,I
62375,13395,I
62380,12437,I
62354,29226,I
62359,21905,I
62390,18471,I
62389,22872,I
62805,12075,I
62771,29349,I
62796,11646,I
62786,14097,I
62777,24766,I
62802,19737,I
63446,20274,I
63490,20674,I
63486,26622,I
63491,20675,I
63447,18383,I
63966,18822,I
63977,14660,I
63963,24320,I
63980,15369,I
63961,28231,I
63990,17600,I
63976,11800,I
63989,23059,I
64473,29325,I
64479,27098,I
64476,11193,I
64483,18918,I
64511,25876,I
64518,20652,I
64472,11067,I
64470,11669,I
64516,22997,I
64515,23302,I
64820,16913,I
64838,15350,I
64816,19637,I
64806,29348,I
64834,14728,I
64808,27994,I
64815,21706,I
64837,13705,I
64830,12168,I
64807,28012,I
64831,12767,I
65490,12901,I
65488,12414,I
65456,12138,I
65475,18997,I
65501,23372,I
65469,24439,I
65467,25260,I
65468,24767,I
65485,11785,I
65965,28641,I
65991,14092,I
65999,15934,I
65992,11814,I
66494,18121,I
66461,18517,I
66456,21754,I
66457,21320,I
66455,23298,I
66453,25846,I
66473,11953,I
66458,21473,I
66937,23520,I
66933,26537,I
66920,14753,I
66903,20539,I
66917,14331,I
66919,13718,I
66906,17473,I
67568,18318,I
67513,22342,I
67505,26621,I
67510,23131,I
67514,20704,I
67516,16960,I
67567,21355,I
67519,15907,I
67560,27279,I
67539,12889,I
67511,22985,I
68063,16653,I
68040,26256,I
68046,15950,I
68076,21484,I
68047,14628,I
68042,22763,I
68575,17349,I
68595,16893,I
68611,24795,I
68588,11318,I
68594,13722,I
68560,27203,I
68617,18558,I
68610,24794,I
68571,18587,I
68591,13184,I
68597,16859,I
68599,16146,I
68565,22183,I
68573,18690,I
69012,23460,I
68994,11862,I
69015,14881,I
69016,21586,I
68973,23260,I
68968,29233,I
68980,15512,I
69767,13353,I
69745,21719,I
69746,22228,I
69783,27919,I
69785,23706,I
69787,21728,I
69766,18357,I
69751,13413,I
70328,24410,I
70354,13361,I
70338,15335,I
70355,13214,I
70325,11318,I
70365,27570,I
70336,18082,I
70886,26323,I
70887,27200,I
70889,23448,I
70885,27374,I
71400,11254,I
71370,28075,I
71399,12148,I
71379,16651,I
71352,11803,I
71375,18115,I
71376,17452,I
71381,15978,I
71402,12968,I
71382,15962,I
72118,19125,I
72075,11859,I
72078,27747,I
72077,27736,I
72089,15318,I
72064,11791,I
72085,19237,I
72086,18991,I
72714,24291,I
72663,11682,I
72694,14026,I
72683,11130,I
72673,16725,I
72697,18429,I
73278,21623,I
73308,13712,I
73298,12891,I
73279,20469,I
73315,26644,I
73287,16062,I
73305,18582,I
73259,28617,I
73318,24326,I
73273,11315,I
73314,28666,I
73283,19835,I
73752,20011,I
73744,18117,I
73730,27548,I
73769,25073,I
73735,25067,I
73753,18881,I
73754,18538,I
73755,20013,I
73745,16499,I
73770,28246,I
74232,14402,I
74251,11856,I
74247,12145,I
74230,16757,I
74227,29036,I
74248,11801,I
74484,24667,I
74501,11957,I
74470,13172,I
74486,24259,I
74492,15381,I
74471,12149,I
74477,11730,I
74729,24438,I
74752,12456,I
74734,19980,I
74727,26460,I
74730,26236,I
74737,16918,I
74726,11819,I
74733,21296,I
74740,13469,I
74944,28634,I
74960,14575,I
74959,14869,I
74968,13295,I
74950,21757,I
74967,11786,I
43768,27649,I
43770,27614,I
43967,28040,I
44046,28064,I
44215,28180,I
44217,28148,I
44378,25903,I
44821,25975,I
44819,28853,I
44820,25972,I
44879,28833,I
44878,28807,I
44936,29044,I
44938,28851,I
44939,28993,I
44996,25970,I
44997,28870,I
45133,29163,I
45131,25979,I
45189,29145,I
45191,14660,I
45230,29242,I
45478,29354,I
45594,11282,I
45598,14744,I
45700,11278,I
45750,26001,I
45824,11696,I
45828,14753,I
45873,11925,I
45933,11779,I
45974,26018,I
46180,12084,I
46246,12143,I
46297,12033,I
46406,12779,I
46516,26116,I
46567,12707,I
46565,12769,I
46568,12761,I
46688,12929,I
46757,26174,I
46762,13063,I
46831,13066,I
46828,13990,I
47088,13274,I
47087,13383,I
47229,26295,I
47225,13277,I
47297,13385,I
47298,13403,I
47301,26292,I
47299,13425,I
47472,13438,I
47523,13443,I
47583,13442,I
47580,14080,I
47586,15322,I
47585,15320,I
47748,26485,I
47860,26339,I
47863,15351,I
47922,13468,I
48105,26513,I
48200,26537,I
48241,26520,I
48431,26619,I
48428,13733,I
48507,14255,I
48608,26644,I
48604,26609,I
48605,26616,I
48676,13729,I
48946,26725,I
49359,14343,I
49397,15551,I
49723,14366,I
49769,27091,I
49768,27103,I
49921,13911,I
49992,27240,I
49991,27211,I
49999,14392,I
50000,27116,I
50136,15845,I
50351,15885,I
50354,14456,I
50444,14438,I
50587,27262,I
50791,15969,I
50965,15952,I
51347,11062,I
51348,11167,I
51355,22260,I
51466,16804,I
51468,11259,I
51474,19202,I
51465,16794,I
51467,16805,I
51596,25087,I
52015,22282,I
51994,16334,I
51981,11673,I
51982,28274,I
51996,14245,I
51992,18987,I
52004,15562,I
52402,22288,I
52379,24393,I
52388,13458,I
52384,19695,I
52376,11843,I
52803,17035,I
52798,20378,I
52804,16877,I
52834,16221,I
52788,29248,I
52823,11819,I
52794,23801,I
52795,22970,I
52805,16477,I
52827,11663,I
52801,17554,I
53169,11525,I
53179,21608,I
53155,14404,I
53177,25098,I
53150,19005,I
53145,26340,I
53170,12059,I
53181,19407,I
53147,25902,I
53178,22300,I
53760,12142,I
53732,28082,I
53737,22549,I
53735,23735,I
53736,26010,I
